year,state,state_po,county_name,Population,Median Age,Household Income,Per Capita Income,Poverty Rate,Winner
2016,WASHINGTON,WA,JEFFERSON,30333.0,56.2,50928.0,30871.0,11.67375465664458,Democrat
2016,WASHINGTON,WA,JEFFERSON,30333.0,56.2,50928.0,30871.0,11.67375465664458,Democrat
2016,WASHINGTON,WA,KITSAP,257488.0,39.2,65017.0,32801.0,10.140278381905176,Democrat
2016,WASHINGTON,WA,KITSAP,257488.0,39.2,65017.0,32801.0,10.140278381905176,Democrat
2016,WASHINGTON,WA,KING,2079550.0,37.2,78800.0,43629.0,10.546368204659663,Democrat
2016,WASHINGTON,WA,KING,2079550.0,37.2,78800.0,43629.0,10.546368204659663,Democrat
2016,WASHINGTON,WA,PACIFIC,20743.0,52.2,38387.0,22187.0,18.45923926143759,Republican
2016,WASHINGTON,WA,PACIFIC,20743.0,52.2,38387.0,22187.0,18.45923926143759,Republican
2016,WASHINGTON,WA,PEND OREILLE,13001.0,49.8,46036.0,24163.0,19.560033843550496,Republican
2016,WASHINGTON,WA,PEND OREILLE,13001.0,49.8,46036.0,24163.0,19.560033843550496,Republican
2016,WASHINGTON,WA,SAN JUAN,16056.0,55.1,58029.0,40327.0,10.893124065769806,Democrat
2016,WASHINGTON,WA,SAN JUAN,16056.0,55.1,58029.0,40327.0,10.893124065769806,Democrat
2016,WASHINGTON,WA,SKAMANIA,11316.0,45.4,53082.0,28556.0,14.11276069282432,Republican
2016,WASHINGTON,WA,SKAMANIA,11316.0,45.4,53082.0,28556.0,14.11276069282432,Republican
2016,WASHINGTON,WA,WHITMAN,47494.0,24.2,38636.0,20957.0,25.784309597001727,Democrat
2016,WASHINGTON,WA,WHITMAN,47494.0,24.2,38636.0,20957.0,25.784309597001727,Democrat
2016,WASHINGTON,WA,YAKIMA,247681.0,32.6,45700.0,20653.0,20.21996035222726,Republican
2016,WASHINGTON,WA,YAKIMA,247681.0,32.6,45700.0,20653.0,20.21996035222726,Republican
2016,WASHINGTON,WA,CLALLAM,72969.0,50.3,47180.0,26967.0,15.449026298839232,Republican
2016,WASHINGTON,WA,CLALLAM,72969.0,50.3,47180.0,26967.0,15.449026298839232,Republican
